Mắt của con Lạc Đà có bao nhiêu mí	Trong cơ thể con người thì mi mắt là một bộ phận quan trọng trong việc bảo vệ hệ thị giác và tham gia tạo nên vẻ đẹp của khuôn mặt. Xệ mí mắt có thể xảy ra ở một hoặc cả hai bên mắt, việc xệ mí sẽ ảnh hưởng đến thẩm mỹ và ảnh hưởng đến chức năng thị giác vì khi mí mắt bị sụp thì mí mắt che phủ một phần hoặc hoàn toàn con ngươi, hạn chế vùng nhìn thấy, và lâu dài sẽ gây giảm sức nhìn do nhược thị. Mí mắt còn đóng vai trò rất quan trọng trong việc bảo vệ mắt khỏi tổn thương, mắt và mí mắt có liên kết chặt chẽ với nhau đến nỗi áp lực của mí mắt lên nhãn cầu có thể gây ra một trong những vấn đề thị giác phổ biến nhất.	false
Nhà toán học nào nổi tiếng nhất thế giới	Chân dung nhà toán học nổi tiếng Euclid Nhà toán học Euclid qua nét vẽ của Justus van Ghent	false
Chùa Sà Lôn được xây dựng năm nào	Tương truyền , chùa Sà Lôn được dựng bằng cây lá từ năm 1815 , và được trùng tu nhiều lần . Trong chiến tranh , chùa bị bom đạn đánh sập ngôi chánh điện . Năm 1969 , sư cả Tăng Đuch ( trụ trì đời thứ 9 ) quyết định dựng lại ngôi chùa gồm : Chánh điện , sala , nhà Tăng , nhà để sách kinh , khu tháp , v.v ... bằng vật liệu kiên cố .	true
Hà Sơn Bình là tên gọi cũ của hai tỉnh nào	Ngày 29 tháng 5 năm 2008, toàn bộ diện tích và dân số của tỉnh Hà Tây và bốn xã Đông Xuân, Tiến Xuân, Yên Bình, Yên Trung của huyện Lương Sơn, tỉnh Hòa Bình lại được sáp nhập vào thủ đô Hà Nội.	false
Có bao nhiêu tỉnh thành trực thuộc trung ương	Hội đồng Nhân dân Tỉnh/Thành phố trực thuộc trung ương có Đảng đoàn Hội đồng Nhân dân Tỉnh/Thành phố trực thuộc trung ương do Tỉnh ủy/Thành ủy lập ra.	false
Thành phố nào là thủ đô của Nam Phi	Pretoria là thành phố ở phía bắc của tỉnh Gauteng, Nam Phi. Đây là thủ đô hành chính của Nam Phi, đây là một trong 3 thủ đô của Nam Phi, cùng với Cape Town (thủ đô lập pháp) và Bloemfontein (thủ đô tư pháp). Pretoria có diện tích 1.644 km2, dân số năm 2007 là 2.345.908 người. Thành phố này nằm hai bên bờ sông Apies và trải dài đến chân dãy núi Magaliesberg. Phần lớn dân số của Pretoria là công chức và dân làm dịch vụ liên quan tới chính quyền. Thành phố này cũng có ngành công nghiệp thép, chế biến, gốm sứ, hóa chất. Thành phố được kết nối với các đô thị khác tại Nam Phi cũng như với Zimbabwe, Mozambique bằng đường bộ và đường ray.	true
Quảng Ngãi nằm trong vùng kinh tế nào	Thêm hai đội mới của tỉnh Quảng Ngãi đó là Vietcombank Quảng Ngãi và Cấp nước Quảng Ngãi cũng tham dự . 7 đội còn lại ở giai đoạn một không dự giai đoạn II vì lý do không thể sắp xếp được thời gian , công việc .	false
Đông trùng hạ thảo là gì	Đông trùng hạ thảo là một loại đông dược quý có bản chất là dạng ký sinh của loài nấm Ophiocordyceps sinensis thuộc nhóm nấm Ascomycetes trên cơ thể ấu trùng của một vài loài bướm trong chi " Thitarodes " ( trước đây phân loại trong chi " Hepialus " ) .	true
Nơi hẹp nhất của Việt Nam thuộc tỉnh nào	Trên thế giới chúng có mặt tại Lào (sườn tây dãy Trường Sơn ngang với 3 tỉnh kể trên của Việt Nam). Vùng phân bố hẹp. Trong thời gian chiến tranh Đông Dương đây là nơi rừng tư nhiên bị ảnh hưởng của chất độc hoá học và bom đạn nhiều nhất. Vì vậy mà nơi ở tự nhiên của chúng đã bị mất hầu hết.	false
Luật dân sự được sửa đổi năm nào	Đảng Nhân dân Hành động Việt Nam là chính đảng do một nhóm luật sư bất đồng chính kiến thành lập ở thành phố Hồ Chí Minh năm 1991.	false
Ai là người thiết kế tấm thiệp Giáng sinh đầu tiên trên thế giới	Tại Hoa Kỳ, một hình ảnh hoặc thẻ trống với một tin nhắn được gửi qua đường bưu điện đầu tiên trong tháng 12 năm 1848. Sau khi luật pháp ở Hoa Kỳ cho phép gửi những tấm thiệp từ năm 1861, tấm bưu thiệp được chính thức gửi đầu tiên bằng đường bưu điện vào ngày 1 tháng 10 năm 1869 từ Đế quốc Áo-Hung. Lúc đầu, những tấm bưu thiệp chỉ có thể gửi trong nội địa và quốc tế chỉ trên cơ sở những hiệp định bưu tín song phương, nhưng từ năm 1878 bưu thiệp có thể gửi và nhận tại hầu hết các quốc gia trên thế giới.	false
Mì udon Nhật Bản có từ bao giờ	Hương vị món mì khá tương tự với món mì Udon của Nhật Bản , nhưng hình dạng của sợi mì thì khác nhau . Tuỳ theo chiều dài của thớt kéo mì sẽ quyết định độ dài của sợi mì , có khi dài đến 1 mét .	false
Máy bay hoạt động trên tàu sân bay lớp Nimitz cất cánh bằng phương pháp gì	Tàu sân bay lớp Nimitz: Sân bay chéo góc của các tàu sân bay này sử dụng bố trí CATOBAR để vận hành máy bay, với ống phóng hơi nước và dây bắt chụp cho việc phóng và hạ cánh máy bay. Bố trí này làm việc cất hạ cánh nhanh hơn, và cho phép sử dụng nhiều loại máy bay khác nhau hơn so với bố trí STOVL sử dụng trên các tàu sân bay nhỏ hơn. Không đoàn được mang theo trên tàu sân bay bao gồm khoảng 90 máy bay có thể cất hạ cánh được từ tàu. Các máy bay tiêm kích của không đoàn chủ yếu là F/A-18F Super Hornet và F/A-18C Hornet, sau khi các máy bay F-14 Tomcat nghỉ hưu. Thêm vào các máy bay, các tàu sân bay này còn mang theo các vũ khí tự vệ tầm ngắn, chủ yếu cho phòng thủ tên lửa và chống máy bay.	true
Việt Nam gia nhập Liên hiệp quốc vào ngày bao nhiêu	Tháng 6/1946, Hội Liên hiệp Quốc dân Việt Nam được thành lập tại Nam Bộ. Nguyễn Bình chủ trương giải tán Mặt trận Quốc gia liên hiệp để tập hợp lực lượng kháng chiến vào Hội Liên hiệp Quốc dân Việt Nam.	false
Võ Thị Sáu là ai	Năm 1956 bà là người đầu tiên thể hiện hình tượng người con gái đất đỏ Võ Thị Sáu trên sân khấu kịch do chồng viết kịch bản .	false
Mối quan hệ giữa Triều Tiên và Hàn Quốc là gì	Quan hệ Việt Nam – Bán đảo Triều Tiên là mối quan hệ từ xa xưa giữa nước Việt Nam và quốc gia từng tồn tại trên bán đảo Triều Tiên thống nhất (tạm gọi Triều Tiên). Từ sau chiến tranh Triều Tiên (1953), bán đảo này bị chia cắt làm hai quốc gia có thể chế chính trị và quan hệ ngoại giao riêng biệt (CHDCND Triều Tiên và Đại Hàn Dân Quốc).	false
Nepal có đường biên giới tiếp giáp quốc gia nào	Danh sách các quốc gia tiếp giáp với 2 bờ đại dương là bảng thống kê các quốc gia độc lập có đường bờ biển tiếp giáp trên hai đại dương, không tính các vùng lãnh thổ phụ thuộc.	false
Ai là người phát minh ra cây ATM	Johann (Georg) Andreas Stein (1728-1792) là thợ làm đàn người Đức. Ông là người phát minh ra fortepiano, cây đàn có cấu trúc nhẹ và đơn, cây đàn được những Joseph Haydn, Wolfgang Amadeus Mozart và Ludwig van Beethoven sử dụng.	false
Nhà văn quê Hà Nam nổi tiếng với những tác phẩm hiện thực phê phán trước năm 1945	Nhà văn hiện thực phê phán Nam Cao sinh ngày 29-10-1917 tại Tỉnh Hà Nam, nước Việt Nam. Ông sống và làm việc chủ yếu ở Tỉnh Ninh Bình, nước Việt Nam. Ông sinh thuộc cung Thần Nông, cầm tinh con (giáp) rắn (Đinh Tỵ 1917). Nam Cao xếp hạng nổi tiếng thứ 20459 trên thế giới và thứ 3 trong danh sách Nhà văn hiện thực phê phán nổi tiếng.	true
Lễ Giáng Sinh là ngày mấy	Vâng , suốt ngày lễ Giáng sinh , & và như con viết . Thật tuyệt vời ! ”	false
Có ai biết tục bó chân của người Trung Quốc	Kế hoạch tiếp theo mà Mao Trạch Đông ủng hộ là cuộc "Đại Cách mạng văn hóa vô sản" vào những năm 60 của thế kỷ 20. Có nhiều quan điểm khác nhau về Cách mạng văn hóa tại Trung Quốc. Theo Ủy ban Trung ương Đảng Cộng sản Trung Quốc, Cách mạng văn hóa là để ""đấu tranh với giai cấp tư sản trong lĩnh vực tư tưởng và sử dụng những tư tưởng và lề thói mới của giai cấp vô sản để thay đổi diện mạo tinh thần của toàn bộ xã hội"" nhưng cũng có quan điểm cho rằng đây là một cách để Mao Trạch Đông lấy lại quyền kiểm soát Đảng Cộng sản Trung Quốc sau cuộc Đại nhảy vọt thất bại. Cách mạng văn hóa ở Trung Quốc đã xóa bỏ triệt để những hủ tục còn lại từ thời trung cổ tại Trung Quốc (cúng bái để chữa bệnh, tục bó chân phụ nữ...), nhưng cũng để lại những hậu quả nghiêm trọng không chỉ về kinh tế, xã hội mà cả về văn hóa. Cách mạng văn hóa từ mục tiêu ban đầu là thay đổi diện mạo tinh thần của toàn bộ xã hội đã biến thành quy chụp, tố cáo, chỉ trích, đấu tố, thanh trừng lẫn nhau trên toàn Trung Quốc. Cuộc cách mạng này làm tê liệt các hoạt động kinh tế, chính trị, giáo dục, văn hóa của Trung Quốc; phá vỡ sự lãnh đạo của Đảng Cộng sản Trung Quốc và khiến nhà nước không còn duy trì nổi trật tự xã hội; gây chia rẽ nghiêm trọng trong Đảng Cộng sản, trong bộ máy nhà nước và trong xã hội Trung Quốc; phá hủy các di sản văn hóa vật thể và phi vật thể. Trong thập niên 1980, Tổng bí thư Đảng Cộng sản Trung Quốc khi đó là Hồ Diệu Bang đã nhận xét rằng khoảng 100 triệu người Trung Quốc đã chịu đau khổ của thời kỳ này. Đặng Tiểu Bình nhận định Mao Trạch Đông có một phần lỗi trong việc này, nhưng phần khác là do những người thi hành cấp dưới có trình độ kém còn công chúng dễ bị kích động khiến mục tiêu đề ra bị bóp méo: ""Cách mạng Văn Hóa là một sai lầm. Chúng ta phải mạnh dạn chối bỏ sai lầm này của Mao trong những năm tháng cuối đời của ông. Nhưng cũng cần nhìn vào sự thật. Sự thật là không phải mọi sai lầm và quá đáng trong cuộc Cách mạng Văn Hóa đều do Mao Trạch Đông.""	false
Hỏa giáo từng thịnh hành ở đâu	Thời nhà Achaemenes, Hỏa giáo trở thành quốc giáo của Ba Tư, và tiếp tục giữ vị thế này cho đến thời thuộc Ả Rập. Có ý kiến cho rằng nhà tiên tri vĩ đại Zoroaster sống cùng thời với vị vua vĩ đại Cyrus Đại Đế, và các tín đồ Hỏa giáo đã phò tá đắc lực ông trong những trận thắng vang dội. Ông cũng thi hành chính sách tự do tôn giáo, văn hóa và tôn trọng nhân quyền đối với các dân tộc dưới quyền ông, nên được các ngoại tộc như người Do Thái kính nể. Trụ Cyrus - ghi nhận của Hoàng đế Cyrus Đại Đế về cuộc chinh phạt xứ Babylon của ông - được nhiều người coi là Tuyên ngôn Nhân quyền đầu tiên trong lịch sử.	true
Danh nhân Hà Nam nào có biệt danh “Tam nguyên Yên Đổ”	Với cách phát âm “TR” đặc trưng và ngoại hình bắt mắt, người hâm mộ đã đặt biệt danh cho Đan Nguyên là “"Người Hùng Phong Trần"” hay “"Lãng tử Phong Trần"”.	false
Hiến pháp đầu tiên của nước ta được ban hành vào năm nào	Hiến pháp Vương quốc Thái Lan (; ) là văn bản pháp luật có giá trị cao nhất tại Thái Lan. Bản hiến pháp đầu tiên của Thái Lan là bản hiến pháp năm 1932, hay còn được gọi là Hiến pháp Vương quốc Siêm 1932.	false
Đảo quốc nào có diện tích nhỏ nhất châu Đại Dương	"xem Cầu thủ xuất sắc nhất châu Đại Dương"	false
Hồ Gươm thuộc quận nào của Hà Nội	Tên hồ còn được lấy để đặt cho một quận trung tâm của Hà Nội ( quận Hoàn Kiếm ) và là hồ nước duy nhất của quận này cho đến ngày nay .	false
Đồng tiền chung của Châu Âu ra đời vào năm nào	Cuối năm 2002, công ty nợ đến 577 triệu euro trên tổng doanh thu 945 triệu euro, và thiệt hại 129 triệu euro.	false
Người phụ nữ đầu tiên được trao giải Nobel là ai	Người Do Thái đã nhận được giải thưởng Nobel cả sáu lĩnh vực. Người Do Thái đầu tiên, Adolf von Baeyer, đã được trao giải Nobel Hóa học năm 1905. Người Do Thái gần đây nhất được trao giải Nobel là Patrick Modiano với Nobel văn học; James Rothman và Randy Schekman với Nobel Y học; Arieh Warshel, Michael Levitt và Martin Karplus giải Nobel Hóa học; và François Englert giải Nobel Vật Lý, tất cả trong năm 2013.	false
Chuyện Đoàn Tử Quang đi thi được ai ghi chép lại	Năm Canh Tý 1900, Khiếu Năng Tĩnh là Chánh chủ khảo tại Nghệ An. Ở đó, ông cùng với nhiều vị quan giám khảo khác rất bất ngờ trước hình ảnh một cụ già râu tóc bạc phơ đi thi cùng với biết bao người trẻ. Đó chính là Đoàn Tử Quang, một nho sinh độc nhất vô nhị trong lịch sử khoa bảng Việt Nam. Vì đây là chuyện hiếm thấy nên Khiếu Năng Tĩnh đã viết bài ký "Nghệ trường giai sự" (Việc đáng nói ở trường thi Nghệ An) để mô tả những hành động mà Đoàn Tử Quang đã làm trong buổi thi ấy. Hết ngạc nhiên rồi cảm phục, Khiếu Năng Tĩnh đã thảo tờ chiếu lên vua Thành Thái xin cho thí sinh độc nhất vô nhị này được đỗ, dù có mắc một số lỗi khi phạm một số quy định của trường thi ngày ấy, nên Đoàn Tử Quang đã đỗ ở tuổi 82, nhưng bị xếp thứ 29 trong 30 người trúng tuyển.	false
Tỉnh nào ở nước ta có ba mặt giáp biển	Theo quan điểm của Trung Hoa dân quốc thì vịnh Bột Hải là một phần của Hoàng Hải và như thế Trung Quốc tiếp giáp với ba biển lớn là Nam Hải, Đông Hải và Hoàng Hải.	false
Duy Khánh còn có nghệ danh là gì	Ông trở thành một trong ba giọng nam được yêu thích nhất , cùng với Duy Trác , Anh Ngọc . Thời kỳ này tên tuổi của ông gắn liền với những bài có âm hưởng dân ca và " dân ca mới " của Phạm Duy : " Vợ chồng quê , Ngày trở về , Nhớ người thương binh , Tình nghèo , Quê nghèo , Về miền trung " ... rồi đổi nghệ danh là Duy Khánh .	false
Chiếc đồng hồ quả lắc đầu tiên trên thế giới tên là gì	--- 1974: đồng hồ Omega Marine Chronometer được chứng nhận là chiếc đồng hồ đầu tiên trên thế giới Marine Chronometer với độ chính xác 12 giây mỗi năm.	false
Tên những tỉnh hoặc thành phố từng là cố đô của Việt Nam	Khiva (; ; ; các tên lịch sử hoặc tên thay thế: "Khorasam", "Khoresm", "Khwarezm", "Khwarizm", "Khwarazm", "Chorezm", và ) là một thành phố xấp xỉ 50.000 dân thuộc tỉnh Xorazm, Uzbekistan. Đây từng là cố đô của Khwarezm và Hãn quốc Khiva. Itchan Kala tại Khiva là địa điểm đầu tiên của Uzbekistan được đưa vào danh sách Di sản Thế giới (1991).	false
Ai là người đứng thứ nhất trong Tam Thanh	Đây là nơi hành lễ chính thức và gồm rất nhiều lễ như lễ cúng cầu , lễ múa gà , lễ cân lợn , làm bùa , lễ dẫn đường cho Tam Thanh và Tam Nguyên.v.v ... Về thời gian , trong ba ngày thì ngày đầu tiên thực hiện những nghi lễ mở đầu cho lễ lập tịch , cúng tổ tiên , thần linh để báo cho biết , mời họ về dự và giúp đỡ đuổi tà ma ; đón khách đến thăm hỏi dự lễ , chuẩn bị lán thờ .	false
Mật độ dân số của Đà Nẵng là bao nhiêu	Tính đến năm 2011 , dân số toàn thành phố Đà Nẵng đạt gần 951.700 người , mật độ dân số đạt 740 người / km2 . Trong đó dân số sống tại thành thị đạt gần 828.700 người , dân số sống tại nông thôn đạt 123.000 người . Tính đến năm 2015 , dân số Đà Nẵng sinh sống ở thành thị là 897.993 người và ở nông thôn là 130.845 người , ngoài ra thành phố còn tiếp nhận thêm lượng dân cư từ các tỉnh , thành là sinh viên , công nhân lao động , người nước ngoài ... đến thành phố học tập và làm việc nên tỷ lệ dân nhập cư ngày càng tăng .	true
Nước nào đầu tiên trên thế giới có taxi	Chiếc taxi đầu tiên đã xuất hiện trên đường phố Stuttgart Đức	true
diện tích Madagascar là bao nhiêu	Chut tịch của Hiệp hội Vườn quốc gia Madagascar tại Đại hội Công viên Thế giới của IUCN năm 2003 đã đưa ra tuyên bố thành lập các khu vực bảo vệ hiện từ 17.000 km 2 lên hơn 60.000 km 2 ( từ 3% lên 10% diện tích của Madagascar ) .	false
Nơi sinh của Beethoven	Nhạc sĩ Ludwig van Beethoven sinh ngày 16-12-1770 tại Thành phố Bonn, nước Đức. Là Nhạc sĩ sinh thuộc cung Nhân Mã, cầm tinh con (giáp) hổ (Canh Dần 1770). Ludwig van Beethoven xếp hạng nổi tiếng thứ 3876 trên thế giới và thứ 25 trong danh sách Nhạc sĩ nổi tiếng.	true
Bà Triệu là thủ lĩnh chống quân xâm lược nào	Đền Bà Triệu là nơi thờ tự vị nữ anh hùng dân tộc Việt tên là Triệu Thị Trinh, người đã có công đánh đuổi quân xâm lược Đông Ngô (Trung Quốc) vào giữa thế kỷ thứ 3. Đền nằm trên núi Gai, ngay sát quốc lộ 1A, đoạn đi qua thôn Phú Điền, xã Triệu Lộc, huyện Hậu Lộc, tỉnh Thanh Hóa, cách thành phố Thanh Hóa 18 km về phía bắc và cách Hà Nội 137 km về phía nam.	true
Chùa Nga My được xây dựng năm nào	Năm 1994 , chùa được Bộ Văn hoá và thông tin xếp hạng di tích lịch sử , kiến trúc , nghệ thuật .	false
Vị tổng thống đầu tiên của nước Nga là ai	Gorbachev lên án Boris Yeltsin, kẻ đối địch cũ của ông ta và là tổng thống đầu tiên của nước Nga, đã xé tan đất nước với một mong muốn tăng cường quyền lợi cá nhân.	true
Thứ tiếng nào là ngôn ngữ chính thức ở Indonesia	Có khoảng 16 ngôn ngữ bản địa, trong đó tiếng Tetum (ngôn ngữ chính thức), Galole, Mambae và Kemak được nhiều người sử dụng nhất. Ngoài ra, tiếng Bồ Đào Nha (ngôn ngữ chính thức), tiếng Indonesia, tiếng Anh cũng được sử dụng.	false
Miền Bắc nước ta hiện có tất cả bao nhiêu tỉnh/thành phố	Miền Bắc Việt Nam nằm ở phía trên cùng của lãnh thổ Việt Nam, có khí hậu ... chia làm 3 vùng lãnh thổ, và Miền Bắc Việt Nam có 25 tỉnh, thành.	true
Quốc huy Việt Nam do họa sĩ nào sáng tác	Bùi Trang Chước là một họa sĩ nổi tiếng, ông được xem như một vị thầy của hội họa Việt Nam. Bùi Trang Trước sáng tác khoảng 1000 tác phẩm về tem thư, quốc huy, tiền hay huân, huy chương, trong đó tác phẩm nổi tiếng nhất là "Quốc huy Việt Nam. Những tác phẩm của ông được trưng bày tại Trung tâm Lưu trữ Quốc gia III.	true
lý quang diệu làm thủ tướng singapore trong khoảng thời gian nào	Trong cuộc tổng tuyển cử năm 1959 , Đảng Hành động Nhân dân ( PAP ) giành được quyền lực với 43 trong số 51 ghế trong Quốc hội và Lý Quang Diệu trở thành Thủ tướng đầu tiên của Singapore .	false
Tổng thư ký ASEAN hiện nay là người nước nào	Tổng Thư ký Hiệp hội các quốc gia Đông Nam Á hay còn gọi là Tổng thư ký ASEAN là một chức vụ luân phiên giữa 10 nước thành viên và được thông qua trong Hội nghị thượng đỉnh ASEAN. Nhiệm kỳ của Tổng thư ký ASEAN là 5 năm, không gia hạn và nặng tính nghi lễ và hành chính.	false
giám đốc công an của tỉnh Bắc Giang là ai	Tô Ân Xô là Thiếu tướng Công an nhân dân Việt Nam . Ông hiện giữ chức vụ Giám đốc Công an tỉnh Bắc Giang .	true
quê của Lý Quang Diệu	Lý Quang Diệu chào đời trong một nhà lều rộng và thoáng tại số 92 đường Kampong Java , Singapore . Ngay từ khi còn bé , văn hoá Anh đã có ảnh hưởng đậm nét trên Lý , một phần là do ông nội , Lý Vân Long , đã cho các con trai của mình hấp thụ nền giáo dục của Anh .	true
Tờ báo đầu tiên của nước ta xuất bản bằng chữ Quốc ngữ	Tiếp đó, ông được F. H. Schneider mời hợp tác và in ấn tờ Đại Nam đồng văn nhật báo xuất bản bằng chữ Hán (Tờ báo hàng ngày của nước Đại Nam chung một văn tự).	false
